order_id,customer_id,order_date,order_status,transaction_type,order_country,order_state,order_region,market,order_profit_per_order
69703,13256,10/14/2017,COMPLETE,DEBIT,Alemania,Bavaria,Western Europe,Europe,120.83
71112,14665,11/4/2017,COMPLETE,DEBIT,Francia,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Europe,25.04
69810,13363,10/16/2017,COMPLETE,DEBIT,Alemania,Sajonia-Anhalt,Western Europe,Europe,212.64
71092,14645,11/3/2017,COMPLETE,DEBIT,Alemania,Bremen,Western Europe,Europe,68.68
69610,13163,10/13/2017,COMPLETE,DEBIT,Italia,Campania,Southern Europe,Europe,135.83
71000,14553,11/2/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,78.08
70734,14287,10/29/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,595.35
69626,13179,10/13/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,21.36
69482,13035,10/11/2017,COMPLETE,DEBIT,Alemania,Renania del Norte-Westfalia,Western Europe,Europe,213.59
70769,14322,10/30/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,55.8
69643,13196,10/13/2017,COMPLETE,DEBIT,Italia,Sicilia,Southern Europe,Europe,126.12
71051,14604,11/3/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,6.9
69408,12961,10/10/2017,COMPLETE,DEBIT,Italia,Sicilia,Southern Europe,Europe,-277.67
71123,14676,11/4/2017,COMPLETE,DEBIT,España,Madrid,Southern Europe,Europe,105.86
70534,14087,10/26/2017,COMPLETE,DEBIT,Francia,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Europe,86
69641,13194,10/13/2017,COMPLETE,DEBIT,España,Cataluña,Southern Europe,Europe,195.28
70960,14513,11/1/2017,COMPLETE,DEBIT,Francia,Norte-Paso de Calais-Picardía,Western Europe,Europe,22.76
69908,13461,10/17/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,180.59
70957,14510,11/1/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,101.03
69637,13190,10/13/2017,COMPLETE,DEBIT,Francia,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Europe,118.85
70955,14508,11/1/2017,COMPLETE,DEBIT,Reino Unido,Escocia,Northern Europe,Europe,60.87
70919,14472,11/1/2017,COMPLETE,DEBIT,Italia,Campania,Southern Europe,Europe,73.46
71009,14562,11/2/2017,COMPLETE,DEBIT,Alemania,Baja Sajonia,Western Europe,Europe,39.88
69653,13206,10/13/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,177.92
69527,13080,10/11/2017,COMPLETE,DEBIT,Italia,Sicilia,Southern Europe,Europe,129.74
71080,14633,11/3/2017,COMPLETE,DEBIT,Alemania,Baja Sajonia,Western Europe,Europe,62.21
70544,14097,10/26/2017,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,90
69471,13024,10/11/2017,COMPLETE,DEBIT,Reino Unido,Escocia,Northern Europe,Europe,118.66
68879,778,10/2/2017,COMPLETE,DEBIT,Francia,Isla de Francia,Western Europe,Europe,415.8
67214,7146,9/8/2017,COMPLETE,DEBIT,España,País Vasco,Southern Europe,Europe,8.62
17810,6365,9/17/2015,COMPLETE,DEBIT,Suecia,Estocolmo,Northern Europe,Europe,16.34
18793,8422,10/2/2015,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,12.53
65109,8524,8/8/2017,COMPLETE,DEBIT,Alemania,Baja Sajonia,Western Europe,Europe,25.92
15673,3784,8/17/2015,COMPLETE,DEBIT,Reino Unido,Inglaterra,Northern Europe,Europe,-13.58
18183,10519,9/23/2015,COMPLETE,DEBIT,Países Bajos,Holanda Septentrional,Western Europe,Europe,10.04
20234,7132,10/23/2015,COMPLETE,DEBIT,Austria,Viena,Western Europe,Europe,10.8
13139,3709,7/11/2015,COMPLETE,DEBIT,Austria,Viena,Western Europe,Europe,16.72
33824,1509,5/8/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,Texas,US Center ,USCA,28.85
31364,1636,4/2/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,Arizona,West of USA ,USCA,133.91
40495,2784,8/14/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,California,West of USA ,USCA,79.16
31364,1636,4/2/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,Arizona,West of USA ,USCA,19.11
34506,9174,5/18/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,California,West of USA ,USCA,10.77
33607,122,5/5/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,Arizona,West of USA ,USCA,-284.53
32617,3800,4/21/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,Ohio,East of USA,USCA,69.68
37496,10029,7/1/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,Indiana,US Center ,USCA,7.48
32617,3800,4/21/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,Ohio,East of USA,USCA,11.03
49075,2805,12/17/2016,SUSPECTED_FRAUD,TRANSFER,Canada,Ontario,Canada,USCA,-24.82
33824,1509,5/8/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,Texas,US Center ,USCA,33
49075,2805,12/17/2016,SUSPECTED_FRAUD,TRANSFER,Canada,Ontario,Canada,USCA,36.54
41623,12253,8/30/2016,SUSPECTED_FRAUD,TRANSFER,Canada,Ontario,Canada,USCA,-76.37
39271,3528,7/27/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,Pensilvania,East of USA,USCA,8.76
38598,11018,7/17/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,Illinois,US Center ,USCA,36.37
37845,3222,7/6/2016,SUSPECTED_FRAUD,TRANSFER,Estados Unidos,Illinois,US Center ,USCA,18.13
42331,6246,9/9/2016,CANCELED,TRANSFER,Madagascar,Analamanga,East Africa,Africa,-12.99
41345,8741,8/26/2016,CANCELED,TRANSFER,Argelia,Alger,North Africa,Africa,74.04
51168,8050,1/16/2017,CANCELED,TRANSFER,Liberia,Montserrado,West Africa,Africa,90
51168,8050,1/16/2017,CANCELED,TRANSFER,Liberia,Montserrado,West Africa,Africa,-2.19
43599,5474,9/28/2016,CANCELED,TRANSFER,Sudán,Jartum,North Africa,Africa,85.05
41901,474,9/3/2016,CANCELED,TRANSFER,Costa de Marfil,Fromager,West Africa,Africa,3.04
42751,12255,9/16/2016,PENDING,TRANSFER,Zambia,Meridional,East Africa,Africa,-266.79
45088,10288,10/20/2016,PENDING,TRANSFER,Marruecos,Fez-Bulmán,North Africa,Africa,64.79
50489,4717,1/7/2017,PENDING,TRANSFER,Egipto,El Cairo,North Africa,Africa,83.62
44409,4799,10/10/2016,PENDING,TRANSFER,Senegal,Dakar,West Africa,Africa,74.09
42101,4533,9/6/2016,PENDING,TRANSFER,Egipto,Al Bahr al Ahmar,North Africa,Africa,92.97
50424,12383,1/6/2017,PENDING,TRANSFER,Marruecos,Garb-Chrarda-Beni Hsen,North Africa,Africa,70.56
49825,3518,12/28/2016,PENDING,TRANSFER,Costa de Marfil,Lagunes,West Africa,Africa,96
41294,4674,8/25/2016,PENDING,TRANSFER,Egipto,Al Bahr al Ahmar,North Africa,Africa,-145.13
42023,8519,9/5/2016,PENDING,TRANSFER,Níger,Niamey,West Africa,Africa,45
47774,5302,11/28/2016,PENDING,TRANSFER,Marruecos,Rabat-Salé-Zemur-Zaer,North Africa,Africa,51.09
41827,3594,9/2/2016,PENDING,TRANSFER,SudAfrica,Gauteng,Southern Africa,Africa,31.25
47193,9890,11/19/2016,PENDING,TRANSFER,Marruecos,Marrakech-Tensift-Al Hauz,North Africa,Africa,-459
42626,1410,9/14/2016,PENDING,TRANSFER,Sudán,Mar Rojo,North Africa,Africa,-248
46199,7521,11/5/2016,PENDING,TRANSFER,Nigeria,Lagos,West Africa,Africa,13.2
48468,2106,12/8/2016,PENDING,TRANSFER,Nigeria,Lagos,West Africa,Africa,46.29
51009,8144,1/14/2017,PROCESSING,TRANSFER,Mozambique,Zambezia,East Africa,Africa,182.14
46229,5643,11/5/2016,PROCESSING,TRANSFER,SudAfrica,Cabo Oriental,Southern Africa,Africa,-261.44
42882,2041,9/17/2016,PROCESSING,TRANSFER,Tanzania,Shinyanga,East Africa,Africa,178.58
46827,7537,11/14/2016,PROCESSING,TRANSFER,Somalia,Jubbada Hoose,East Africa,Africa,167.42
48684,3056,12/11/2016,PROCESSING,TRANSFER,Ruanda,Meridional,East Africa,Africa,-76.67
48684,3056,12/11/2016,PROCESSING,TRANSFER,Ruanda,Meridional,East Africa,Africa,165.42
46416,7967,11/8/2016,PROCESSING,TRANSFER,Egipto,El Cairo,North Africa,Africa,-82.01
47343,1758,11/22/2016,PROCESSING,TRANSFER,SudAfrica,KwaZulu-Natal,Southern Africa,Africa,91.79
41686,7884,8/31/2016,COMPLETE,DEBIT,Turquía,Estambul,West Asia,Pacific Asia,40.56
41896,289,9/3/2016,COMPLETE,DEBIT,Israel,Jerusalén,West Asia,Pacific Asia,41.18
28168,10081,2/16/2016,COMPLETE,DEBIT,Australia,Queensland,Oceania,Pacific Asia,27.36
24992,1169,12/31/2015,COMPLETE,DEBIT,Australia,Nueva Gales del Sur,Oceania,Pacific Asia,26.06
30851,1182,3/26/2016,COMPLETE,DEBIT,Nueva Zelanda,Wellington,Oceania,Pacific Asia,32.48
25074,717,1/2/2016,COMPLETE,DEBIT,Australia,Victoria,Oceania,Pacific Asia,35.81
76870,20423,1/27/2018,COMPLETE,DEBIT,Australia,Queensland,Oceania,Pacific Asia,102.51
25163,5801,1/3/2016,COMPLETE,DEBIT,Bangladés,Daca,South Asia,Pacific Asia,15.44
28036,702,2/14/2016,COMPLETE,DEBIT,India,Uttar Pradesh,South Asia,Pacific Asia,4.57
22679,6951,11/28/2015,COMPLETE,DEBIT,Tailandia,Bangkok,Southeast Asia,Pacific Asia,61.75
23610,6780,12/11/2015,COMPLETE,DEBIT,Tailandia,Bangkok,Southeast Asia,Pacific Asia,38.65
42828,6422,9/17/2016,COMPLETE,DEBIT,Irak,Bagdad,West Asia,Pacific Asia,14.25
41896,289,9/3/2016,COMPLETE,DEBIT,Israel,Jerusalén,West Asia,Pacific Asia,-6.17
48713,5384,12/12/2016,COMPLETE,DEBIT,Turquía,Adana,West Asia,Pacific Asia,20.13
45668,2985,10/28/2016,COMPLETE,DEBIT,Arabia Saudí,Riad,West Asia,Pacific Asia,54.34
74796,18349,12/27/2017,COMPLETE,DEBIT,China,Guangdong,Eastern Asia,Pacific Asia,43.61
27918,11286,2/12/2016,COMPLETE,DEBIT,China,Tianjin,Eastern Asia,Pacific Asia,42.99
30097,489,3/15/2016,COMPLETE,DEBIT,Australia,Australia Occidental,Oceania,Pacific Asia,19.84
30966,4510,3/28/2016,COMPLETE,DEBIT,Nueva Zelanda,Otago,Oceania,Pacific Asia,54.05
30063,9626,3/14/2016,COMPLETE,DEBIT,Australia,Victoria,Oceania,Pacific Asia,-184.26
22019,9494,11/18/2015,COMPLETE,DEBIT,India,Maharashtra,South Asia,Pacific Asia,39.92
24230,1718,12/20/2015,COMPLETE,DEBIT,Filipinas,Capital Nacional,Southeast Asia,Pacific Asia,41.52
48713,5384,12/12/2016,COMPLETE,DEBIT,Turquía,Adana,West Asia,Pacific Asia,9.21
42353,5295,9/10/2016,COMPLETE,DEBIT,Turquía,Mersin,West Asia,Pacific Asia,12.28
45668,2985,10/28/2016,COMPLETE,DEBIT,Arabia Saudí,Riad,West Asia,Pacific Asia,36.85
42134,3984,9/7/2016,COMPLETE,DEBIT,Kazajistán,Karagandá,Central Asia,Pacific Asia,60.45
